commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type
D399AA,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services
D399AB,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services
D399B,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services
D399BB,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services
D399BC,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services
D399BD,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services
D399BE,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
D399C,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
D399D,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
E101A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E103A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E107A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E108A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E108C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E108CA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E108D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E108E,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E108F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E109A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E110A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E111A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E111B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E199A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E199AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E199AC,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E199B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E199BB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E199C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E199D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
E199H,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
F003A,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
F006D,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
F006E,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
F008A,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
F010A,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
F010B,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
F010BA,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
F010C,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
F010D,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
F011A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
F020A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
F021A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
F021B,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
F030A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
F059A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
G001A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G001B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G001C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009DA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009F,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009G,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009K,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009KA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009L,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009N,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G009P,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G100A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G101A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G102A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G103A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G103B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G103C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G103D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G199A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
G199D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
H100A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H100AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H100AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H100AC,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H100B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H100BB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H100BF,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H200A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H200AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H200B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H200BB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H200C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H300A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H300AD,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H300B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H300C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H300E,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H300F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
H900A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
J019A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
K000B,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
K000E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
K000ED,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
K100A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K100AE,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K100AG,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K100B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K101A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K102A,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
K102B,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
K104A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K105A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
K105AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
K105AO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
K106A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K106B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K106C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K106CA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K107A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K107AB,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K107C,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K107CA,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K107CC,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K107CD,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K107CE,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K107DA,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K108A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K108B,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K108C,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K111A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K111B,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K112A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K113A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K113AB,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K113B,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K114A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K114B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K115A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
K199B,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
K199D,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K199HA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K199I,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K199J,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K199K,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K199L,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K199N,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
K199Q,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
K199R,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
L004A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L004B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L004C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L004CV,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L005A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L006A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L006B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L007A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099BG,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099BH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099BI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099F,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099G,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
L099J,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
M110A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M119A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M120A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M120B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M170A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M180A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
M181A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M181D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M190A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M190B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M190D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M240A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M242A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
M290B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R003A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R004A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R006A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R006AC,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R006AH,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R006D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R007A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R008A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R008B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R009AD,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R010A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R010AF,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R010AG,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R010AH,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R010B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R010C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R012A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R013A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R019AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019BF,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019D,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
R019E,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019HB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019K,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
R019M,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R019M1,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R019N,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019P,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019PA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019Q,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R019R,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R019S,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services
R019U,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R019UA,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R019UB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R101A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R102A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R103A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R103AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R104A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R104B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R105D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R107AA,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R107B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R108A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R109A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R109AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R109B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R109D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R113A,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R114A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R115A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R115G,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R116A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R116AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R116B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R117A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R117AA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
R118A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R118AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R118C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R118DA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R118DB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R118DC,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R118DD,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R119A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R121C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R122C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R123A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R123AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R123AH,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R123AQ,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R199EB,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R199EG,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R199EO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R199F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199H,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199HC,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199HD,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199I,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199IP,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199J,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R199L,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R199V,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services
R199W,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R199X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
R201A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201AA,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201AC,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201BA,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201D,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201DB,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201DD,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201DF,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201DG,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201DH,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201DI,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201E,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201EA,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201F,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201FA,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
R201H,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
S000A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S001A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S002A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S002AC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S002C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S002E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S003A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S003DA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S003E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S003F,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S099A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S099D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S099EB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S099EC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S099H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S099I,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S099IB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
S099J,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000F,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000G,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000GA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000I,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000K,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000L,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T000M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001G,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001GA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001GB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001HA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T001HB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AJ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AJA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AK,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AP,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AQ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002AT,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002G,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002GA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002GB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002GC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002GD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002GE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002GF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002GG,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T002GJ,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T003A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T003AA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T003AC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T003AD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T003AF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T003AG,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T003AH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004BA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004F,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004I,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004J,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004JD,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004K,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004KA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004N,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004P,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004Q,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T004R,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T005A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T006A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T007A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T008AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T009A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
T009BAA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services
