,commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type,CUFTA
1176,B314A,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,Services,YES
1177,B329A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1178,B329B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1179,B400A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1180,B500A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1181,B500B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1182,B503A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1183,B503B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1184,B506D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1185,B509A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1186,C111A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1187,C112A,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Services,NO
1188,C113A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1189,C114A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1190,C115A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1191,C116A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1192,C117A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1193,C118A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1194,C119A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1195,C119AH,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1196,C119B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1197,C119C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1198,C119F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1199,C121A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1200,C122A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1201,C123A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1202,C129A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1203,C130A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1204,C211A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1205,C211D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1206,C211DA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1207,C211E,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1208,C211F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1209,C212B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1210,C213A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1211,C213C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1212,C216A,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,Services,YES
1213,C216AA,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,Services,YES
1214,C216AB,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,Services,YES
1215,C216BA,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,Services,YES
1216,C216BB,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,Services,YES
1217,C216BC,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,Services,YES
1218,C216C,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,Services,YES
1219,C219A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1220,C219AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1221,C219BE,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1222,C219BF,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1223,C219BJ,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1224,C219BK,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1225,C219C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1226,C219CBA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1227,C219CBI,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1228,C219CJ,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1229,C219D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1230,C219DA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1231,D301A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1232,D301B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1233,D301BB0,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1234,D301BBM,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1235,D301BBN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1236,D301C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1237,D301CD,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1238,D301D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1239,D302A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1240,D302AAH,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1241,D302AAI,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1242,D302AAJ,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1243,D302AAP,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1244,D302AAR,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1245,D302AAS,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1246,D302D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1247,D303AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1248,D304A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1249,D307A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1250,D307AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1251,D308A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1252,D309A,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1253,D309BB,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1254,D311A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1255,D312A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1256,D315A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1257,D316A,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1258,D316AB,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1259,D316B,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1260,D317B,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1261,D317C,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1262,D317D,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1263,D317E,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1264,D317EA,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1265,D317EB,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1266,D399A,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1267,D399AA,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1268,D399AB,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1269,D399B,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1270,D399BB,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1271,D399BC,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1272,D399BD,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1273,D399BE,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1274,D399C,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1275,D399D,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1276,E101A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1277,E103A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1278,E107A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1279,E108A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1280,E108C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1281,E108CA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1282,E108D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1283,E108E,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1284,E108F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1285,E109A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1286,E110A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1287,E111A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1288,E111B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1289,E199A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1290,E199AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1291,E199AC,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1292,E199B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1293,E199BB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1294,E199C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1295,E199D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1296,E199H,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1297,F003A,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1298,F006D,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1299,F006E,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1300,F008A,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1301,F010A,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1302,F010B,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1303,F010BA,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1304,F010C,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1305,F010D,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1306,F011A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1307,F020A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1308,F021A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1309,F021B,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1310,F030A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1311,F059A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1312,G001A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1313,G001B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1314,G001C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1315,G009A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1316,G009B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1317,G009D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1318,G009DA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1319,G009E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1320,G009F,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1321,G009G,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1322,G009H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1323,G009K,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1324,G009KA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1325,G009L,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1326,G009M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1327,G009N,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1328,G009P,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1329,G100A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1330,G101A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1331,G102A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1332,G103A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1333,G103B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1334,G103C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1335,G103D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1336,G199A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1337,G199D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1338,H100A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1339,H100AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1340,H100AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1341,H100AC,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1342,H100B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1343,H100BB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1344,H100BF,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1345,H200A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1346,H200AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1347,H200B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1348,H200BB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1349,H200C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1350,H300A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1351,H300AD,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1352,H300B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1353,H300C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1354,H300E,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1355,H300F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1356,H900A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1357,J019A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1358,K000B,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1359,K000E,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1360,K000ED,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1361,K100A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1362,K100AE,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1363,K100AG,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1364,K100B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1365,K101A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1366,K102A,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1367,K102B,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1368,K104A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1369,K105A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1370,K105AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1371,K105AO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1372,K106A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1373,K106B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1374,K106C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1375,K106CA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1376,K107A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1377,K107AB,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1378,K107C,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1379,K107CA,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1380,K107CC,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1381,K107CD,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1382,K107CE,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1383,K107DA,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1384,K108A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1385,K108B,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1386,K108C,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1387,K111A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1388,K111B,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1389,K112A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1390,K113A,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1391,K113AB,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1392,K113B,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1393,K114A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1394,K114B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1395,K115A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1396,K199B,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1397,K199D,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1398,K199HA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1399,K199I,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1400,K199J,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1401,K199K,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1402,K199L,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1403,K199N,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1404,K199Q,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1405,K199R,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1406,L004A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1407,L004B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1408,L004C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1409,L004CV,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1410,L005A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1411,L006A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1412,L006B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1413,L007A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1414,L099A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1415,L099B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1416,L099BG,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1417,L099BH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1418,L099BI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1419,L099C,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1420,L099D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1421,L099F,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1422,L099G,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1423,L099H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1424,L099J,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1425,M110A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1426,M119A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1427,M120A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1428,M120B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1429,M170A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1430,M180A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1431,M181A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1432,M181D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1433,M190A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1434,M190B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1435,M190D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1436,M240A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1437,M242A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1438,M290B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1439,R003A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1440,R004A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1441,R006A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1442,R006AC,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1443,R006AH,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1444,R006D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1445,R007A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1446,R008A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1447,R008B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1448,R009AD,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1449,R010A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1450,R010AF,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1451,R010AG,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1452,R010AH,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1453,R010B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1454,R010C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1455,R012A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services,NO
1456,R013A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1457,R019A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1458,R019AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1459,R019BF,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1460,R019D,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1461,R019E,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1462,R019F,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1463,R019HB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1464,R019K,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services,NO
1465,R019M,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1466,R019M1,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1467,R019N,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1468,R019P,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1469,R019PA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1470,R019Q,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1471,R019R,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1472,R019S,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,Services,YES
1473,R019U,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1474,R019UA,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1475,R019UB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1476,R101A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1477,R102A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1478,R103A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1479,R103AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1480,R104A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1481,R104B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1482,R105D,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1483,R107AA,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1484,R107B,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1485,R108A,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1486,R109A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1487,R109AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1488,R109B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1489,R109D,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1490,R113A,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,Services,NO
1491,R114A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1492,R115A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1493,R115G,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services,YES
1494,R116A,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1495,R116AB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
1496,R116B,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Services,NO
